Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProperty,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,CountDeclFunction,CountDeclMethodDefault,CountInput,CountOutput,CountSemicolon,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode
Public Method,"$scope.deleteTrain",,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,24,,,1,,7,0,7,1,,,0,,,,6,,,,,,,,,,,,
Public Method,"$scope.deleteTrain.onCancel",,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,0,,0,0,0,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.deleteTrain.onConfirm",,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,,,0,,6,0,6,1,,,0,,,,4,,,,,,,,,,,,
Unnamed Function,"$scope.deleteTrain.onConfirm.(unnamed_function_6)",,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,,,0,,4,0,4,2,,,1,,,,2,,,,,,,,,,,,
Unnamed Function,"$scope.deleteTrain.onConfirm.(unnamed_function_7)",,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.deleteTravel",,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,27,,,1,,9,1,8,1,,,0,,,,6,,,,,,,,,,,,
Public Method,"$scope.deleteTravel.onCancel",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.deleteTravel.onConfirm",,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,,,0,,6,0,6,1,,,0,,,,4,,,,,,,,,,,,
Unnamed Function,"$scope.deleteTravel.onConfirm.(unnamed_function_10)",,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,,,0,,4,0,4,2,,,1,,,,2,,,,,,,,,,,,
Unnamed Function,"$scope.deleteTravel.onConfirm.(unnamed_function_11)",,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.deleteUser",,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,26,,,1,,8,0,8,1,,,0,,,,6,,,,,,,,,,,,
Public Method,"$scope.deleteUser.onCancel",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.deleteUser.onConfirm",,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,,,0,,6,0,6,1,,,0,,,,4,,,,,,,,,,,,
Unnamed Function,"$scope.deleteUser.onConfirm.(unnamed_function_10)",,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,,,0,,4,0,4,2,,,1,,,,2,,,,,,,,,,,,
Unnamed Function,"$scope.deleteUser.onConfirm.(unnamed_function_11)",,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.login",,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,23,,,0,,9,2,7,1,,,0,,,,4,,,,,,,,,,,,
Unnamed Function,"$scope.login.(unnamed_function_2)",,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,,,0,,5,0,5,2,,,1,,,,2,,,,,,,,,,,,
Unnamed Function,"$scope.login.(unnamed_function_3)",,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.reloadRoute",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.reloadRoute",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.reloadRoute",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.reloadRoute",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.updateConfig",,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,32,,,1,,14,1,14,1,,,0,,,,6,,,,,,,,,,,,
Public Method,"$scope.updateConfig.onCancel",,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,0,,0,0,0,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.updateConfig.onConfirm",,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,22,,,1,,10,1,10,1,,,0,,,,4,,,,,,,,,,,,
Unnamed Function,"$scope.updateConfig.onConfirm.(unnamed_function_8)",,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,,,0,,4,0,4,2,,,1,,,,2,,,,,,,,,,,,
Unnamed Function,"$scope.updateConfig.onConfirm.(unnamed_function_9)",,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.updateContact",,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,35,,,1,,17,1,17,1,,,0,,,,6,,,,,,,,,,,,
Public Method,"$scope.updateContact.onCancel",,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,0,,0,0,0,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.updateContact.onConfirm",,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,24,,,1,,12,1,12,1,,,0,,,,4,,,,,,,,,,,,
Unnamed Function,"$scope.updateContact.onConfirm.(unnamed_function_8)",,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,,,0,,4,0,4,2,,,1,,,,2,,,,,,,,,,,,
Unnamed Function,"$scope.updateContact.onConfirm.(unnamed_function_9)",,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.updateOrder",,,,,,,,,,,,,,,,,,,,,,,,,,,63,3,60,,,0,,24,0,24,1,,,0,,,,6,,,,,,,,,,,,
Public Method,"$scope.updateOrder.onCancel",,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.updateOrder.onConfirm",,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,36,,,0,,6,0,6,1,,,0,,,,4,,,,,,,,,,,,
Unnamed Function,"$scope.updateOrder.onConfirm.(unnamed_function_8)",,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,,,0,,4,0,4,2,,,1,,,,2,,,,,,,,,,,,
Unnamed Function,"$scope.updateOrder.onConfirm.(unnamed_function_9)",,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,0,,1,0,1,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.updatePrice",,,,,,,,,,,,,,,,,,,,,,,,,,,44,4,39,,,1,,19,1,19,1,,,0,,,,7,,,,,,,,,,,,
Public Method,"$scope.updatePrice.onCancel",,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,0,,0,0,0,1,,,0,,,,1,,,,,,,,,,,,
Public Method,"$scope.updatePrice.onConfirm",,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,28,,,1,,14,1,14,2,,,1,,,,5,,,,,,,,,,,,
Unnamed Function,"$scope.updatePrice.onConfirm.(unnamed_function_8)",,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,,,0,,4,0,4,2,,,1,,,,2,,,,,,,,,,,,
